,name_i,name_j,spearman,n_words
278,PPMI_SVD_EAT,microarray,0.0609940651832334,452
279,PPMI_SVD_EAT,EEG_speech,0.0603442975880689,1114
280,PPMI_SVD_EAT,EEG_text,0.0480459517565412,1684
281,PPMI_SVD_EAT,fMRI_speech_cognival,-0.0007387381720957,489
282,PPMI_SVD_EAT,fMRI_text_cognival,0.0391387807771253,802
283,PPMI_SVD_EAT,fMRI_text_denoise,0.0077968845464529,773
284,PPMI_SVD_EAT,eye_tracking,0.0428793290291753,3267
285,THINGS,feature_overlap,0.6041861075518108,792
286,THINGS,norms_sensorimotor,0.3928888011370562,1558
287,THINGS,compo_attribs,0.5107623147916944,160
288,THINGS,SVD_sim_rel,0.1408071979999822,707
289,THINGS,microarray,0.0337656097606182,100
290,THINGS,EEG_speech,-0.0520727014008635,123
291,THINGS,EEG_text,0.0193600131079765,100
292,THINGS,fMRI_speech_cognival,0.0053336917845128,47
293,THINGS,fMRI_text_cognival,0.0280855221112563,76
294,THINGS,fMRI_text_denoise,-0.022525331692036,72
295,THINGS,eye_tracking,0.0113413276995565,270
296,feature_overlap,norms_sensorimotor,0.4312482240906814,4185
297,feature_overlap,compo_attribs,0.4966111281356848,372
298,feature_overlap,SVD_sim_rel,0.2219109330777909,2641
299,feature_overlap,microarray,0.1655661735036781,346
300,feature_overlap,EEG_speech,0.0807443670400789,722
301,feature_overlap,EEG_text,0.1755817235473869,1134
302,feature_overlap,fMRI_speech_cognival,0.0287695863554679,314
303,feature_overlap,fMRI_text_cognival,0.0613537201932736,524
304,feature_overlap,fMRI_text_denoise,0.0508034814283886,508
305,feature_overlap,eye_tracking,0.1013740711376748,2038
306,norms_sensorimotor,compo_attribs,0.4840209102556662,505
307,norms_sensorimotor,SVD_sim_rel,0.0074625340241259,5146
308,norms_sensorimotor,microarray,0.0771213112429545,490
309,norms_sensorimotor,EEG_speech,0.0129134235845676,1258
310,norms_sensorimotor,EEG_text,0.0710004991394146,2529
311,norms_sensorimotor,fMRI_speech_cognival,0.0085140019523193,502
312,norms_sensorimotor,fMRI_text_cognival,0.010109604383498,927
313,norms_sensorimotor,fMRI_text_denoise,0.0079847652039638,893
314,norms_sensorimotor,eye_tracking,0.029793600747361,5349
315,compo_attribs,SVD_sim_rel,0.0890139077332128,354
316,compo_attribs,microarray,0.0249043021549751,99
317,compo_attribs,EEG_speech,0.005647605373435,119
318,compo_attribs,EEG_text,-0.0322618138855662,181
319,compo_attribs,fMRI_speech_cognival,0.0088942233203903,46
320,compo_attribs,fMRI_text_cognival,0.0295637032659641,86
321,compo_attribs,fMRI_text_denoise,0.0253644478225443,84
322,compo_attribs,eye_tracking,0.0119557326605718,299
323,SVD_sim_rel,microarray,0.0074102099400905,276
324,SVD_sim_rel,EEG_speech,0.0043494696382259,614
325,SVD_sim_rel,EEG_text,-0.0036215900635825,1111
326,SVD_sim_rel,fMRI_speech_cognival,-0.0030335525165944,235
327,SVD_sim_rel,fMRI_text_cognival,0.0044624032487138,406
328,SVD_sim_rel,fMRI_text_denoise,0.0029701659111126,394
329,SVD_sim_rel,eye_tracking,0.000963999281634,2121
330,microarray,EEG_speech,0.1152817818787161,245
331,microarray,EEG_text,0.1158065397452241,266
332,microarray,fMRI_speech_cognival,-0.0084477164826202,138
333,microarray,fMRI_text_cognival,0.0402986707060037,208
334,microarray,fMRI_text_denoise,0.0123058449736408,203
335,microarray,eye_tracking,0.0458832657376573,417
336,EEG_speech,EEG_text,0.1319460266783727,667
337,EEG_speech,fMRI_speech_cognival,-0.0102272906495657,339
338,EEG_speech,fMRI_text_cognival,0.0639883505815772,525
339,EEG_speech,fMRI_text_denoise,0.0079237387462773,511
340,EEG_speech,eye_tracking,0.0462225460137068,1101
341,EEG_text,fMRI_speech_cognival,-0.0020644178581765,326
342,EEG_text,fMRI_text_cognival,0.0432194026867089,537
343,EEG_text,fMRI_text_denoise,0.011996143084584,519
344,EEG_text,eye_tracking,0.0970177272247652,3355
345,fMRI_speech_cognival,fMRI_text_cognival,0.0057333928754688,315
346,fMRI_speech_cognival,fMRI_text_denoise,1.7966945165551355e-05,310
347,fMRI_speech_cognival,eye_tracking,0.0003021678304221,501
348,fMRI_text_cognival,fMRI_text_denoise,0.6824953010427222,1136
349,fMRI_text_cognival,eye_tracking,0.0080421154390576,881
350,fMRI_text_denoise,eye_tracking,-0.003960485224466,845
