embed,embed_type,norm,train_n,p,r2_mean,r2_sd,check
CBOW_GoogleNews,text,difficulty_rudell,687,300,0.5192848585184275,0.04888578415980965,pass
CBOW_GoogleNews,text,imageability_chiarello,956,300,0.5580363210221644,0.02545444926101657,pass
CBOW_GoogleNews,text,rt_chiarello,956,300,0.2953245331325263,0.03999551131639803,pass
CBOW_GoogleNews,text,personal_use_janschewitz,365,300,0.34144394595945443,0.055596193679695274,pass
CBOW_GoogleNews,text,familiarity_janschewitz,365,300,0.318786016741471,0.05422636419051515,pass
CBOW_GoogleNews,text,offensiveness_janschewitz,365,300,0.6374156894558545,0.07098668789195688,pass
CBOW_GoogleNews,text,tabooness_janschewitz,365,300,0.7340234969990661,0.067055118332098,pass
CBOW_GoogleNews,text,valence_janschewitz,365,300,0.592050363961519,0.03748079316922832,pass
CBOW_GoogleNews,text,arousal_janschewitz,365,300,0.6610553888230681,0.044891759003826893,pass
CBOW_GoogleNews,text,imageability_janschewitz,365,300,0.6083494463865878,0.03703804506948481,pass
CBOW_GoogleNews,text,perc_known_britz,379,300,0.33109779752304264,0.01735249022593612,pass
CBOW_GoogleNews,text,valence_britz,380,300,0.7946891368120736,0.035882184148649306,pass
CBOW_GoogleNews,text,social_des_britz,380,300,0.7893392181013785,0.0378726490034105,pass
CBOW_GoogleNews,text,observability_britz,380,300,0.45638486105361364,0.031877959410789795,pass
CBOW_GoogleNews,text,aoa_rodriguez,1267,300,0.3680852991976846,0.03004041338232697,pass
CBOW_GoogleNews,text,perc_known_rodriguez,1267,300,0.23747333376631952,0.035073698535076046,pass
CBOW_GoogleNews,text,rt_chen,296,300,0.2097779004569595,0.08503727774613659,pass
CBOW_GoogleNews,text,accuracy_chen,296,300,0.2226369778409368,0.03258315549091833,pass
CBOW_GoogleNews,text,subjective_frequency_chen,296,300,0.4737846000548343,0.06759179709994186,pass
CBOW_GoogleNews,text,familiarity_juhasz,502,300,0.2454634207042265,0.03350777638074692,pass
CBOW_GoogleNews,text,aoa_juhasz,502,300,0.28868795490526744,0.033660691113045094,pass
CBOW_GoogleNews,text,transparency_juhasz,502,300,0.1346585511444564,0.07180603263112613,pass
CBOW_GoogleNews,text,lexeme_dominance,502,300,0.09832495060803144,0.07313584318893046,pass
CBOW_GoogleNews,text,imageability_juhasz,502,300,0.446429200423589,0.019536184485035284,pass
CBOW_GoogleNews,text,sensory_experience_juhasz,502,300,0.2982457402135599,0.028862488222555275,pass
CBOW_GoogleNews,text,emotion_troche,600,300,0.6926475681742215,0.03521798336478249,pass
CBOW_GoogleNews,text,polarity_troche,600,300,0.49187755806725547,0.03488405846833507,pass
CBOW_GoogleNews,text,socialness_troche,600,300,0.6129760259054311,0.02603812972938872,pass
CBOW_GoogleNews,text,morality_troche,600,300,0.6847269820311827,0.04369207786570583,pass
CBOW_GoogleNews,text,visual_troche,600,300,0.7550840587749292,0.02609769298162597,pass
CBOW_GoogleNews,text,motion_self_troche,600,300,0.44984979120474905,0.022898455375386748,pass
CBOW_GoogleNews,text,thought_troche,600,300,0.7172497992766789,0.04373252420727643,pass
CBOW_GoogleNews,text,color_troche,600,300,0.5715399025961203,0.02705932871623651,pass
CBOW_GoogleNews,text,taste_smell_troche,600,300,0.6816257957788542,0.04443731491553231,pass
CBOW_GoogleNews,text,tactile_troche,600,300,0.630356422993507,0.04455930059450199,pass
CBOW_GoogleNews,text,auditory_troche,600,300,0.4407547543127196,0.04542763891003401,pass
CBOW_GoogleNews,text,space_troche,600,300,0.35879733474555725,0.03321541972353063,pass
CBOW_GoogleNews,text,time_troche,600,300,0.5458077052210406,0.04078360734977141,pass
CBOW_GoogleNews,text,quantity_troche,600,300,0.4641670889357842,0.03761695711833431,pass
CBOW_GoogleNews,text,familiarity_morrow,599,300,0.3989472224409296,0.07317473954531985,pass
CBOW_GoogleNews,text,perc_known_marrow,599,300,0.22420983548694914,0.031505574816988194,pass
CBOW_GoogleNews,text,subjective_frequency_morrow,599,300,0.4208209968748712,0.08806814967631876,pass
CBOW_GoogleNews,text,visual_complexity_marrow,599,300,0.5050408251383283,0.07829762158548434,pass
CBOW_GoogleNews,text,imageability_morrow,599,300,0.38508551663659646,0.07047393367429634,pass
CBOW_GoogleNews,text,aoa_marrow,599,300,0.3283520227822595,0.07727404073808566,pass
CBOW_GoogleNews,text,aoa_cortese,2392,300,0.628764697016377,0.04148827051040058,pass
CBOW_GoogleNews,text,aoa_rt_cortese,2392,300,0.007294480227454736,0.02418553568633507,pass
CBOW_GoogleNews,text,imagery_vanderveur,772,300,0.7465942276348982,0.02001517264499082,pass
CBOW_GoogleNews,text,likableness_chandler,636,300,0.7583324104366779,0.011969418247527312,pass
CBOW_GoogleNews,text,meaningfulness_chandler,636,300,0.2977710721424686,0.05664158540468146,pass
CBOW_GoogleNews,text,emotionality_chandler,636,300,0.5253270635833032,0.03162938109016521,pass
CBOW_GoogleNews,text,gender_assoc_crawford,477,300,0.6651071541627891,0.03772802862959641,pass
CBOW_GoogleNews,text,polysemy_armstrong,442,300,0.00046708724694839444,0.03817122809417897,pass
CBOW_GoogleNews,text,imageability_rt_cortese,2392,300,0.18461058567901706,0.02619354024953225,pass
CBOW_GoogleNews,text,imageability_cortese,2392,300,0.5495648734018432,0.017909579947948614,pass
CBOW_GoogleNews,text,valence_citron,0,300,,,too few observations
CBOW_GoogleNews,text,arousal_citron,0,300,,,too few observations
CBOW_GoogleNews,text,familiarity_citron,0,300,,,too few observations
CBOW_GoogleNews,text,aoa_citron,0,300,,,too few observations
CBOW_GoogleNews,text,imageability_citron,0,300,,,too few observations
CBOW_GoogleNews,text,valence_imbault,1826,300,0.5491822042505552,0.021540769703775976,pass
CBOW_GoogleNews,text,arousal_imbault,1879,300,0.29476928211596176,0.0522584187950839,pass
CBOW_GoogleNews,text,likableness_anderson,0,300,,,too few observations
CBOW_GoogleNews,text,meaningfulness_anderson,44,300,0.9201167907306711,0.05045381260164094,pass
CBOW_GoogleNews,text,perc_known_winter,11684,300,0.09693528244837854,0.011377325486552582,pass
CBOW_GoogleNews,text,iconicity_winter_2023,11684,300,0.32084526759554394,0.015977195045090573,pass
CBOW_GoogleNews,text,body_object_tillotson,0,300,,,too few observations
CBOW_GoogleNews,text,aoa_schock,2388,300,0.5480574192600537,0.023461717416335244,pass
CBOW_GoogleNews,text,rt_schock,2388,300,-0.03424827754475914,0.026169118703227655,pass
CBOW_GoogleNews,text,aoa_davies,927,300,0.5506700220308425,0.03755746749740876,pass
CBOW_GoogleNews,text,imageability_davies,927,300,0.4942941838322678,0.04439171749726709,pass
CBOW_GoogleNews,text,this_rocca,424,300,0.5142024323997597,0.032374464893146986,pass
CBOW_GoogleNews,text,iconicity_winter_2017,2380,300,0.3500876913924514,0.03224513214963616,pass
CBOW_GoogleNews,text,living_vanarsdall,960,300,0.7781375312829324,0.011027295799574682,pass
CBOW_GoogleNews,text,thought_vanarsdall,960,300,0.8056117439491759,0.021746355025585407,pass
CBOW_GoogleNews,text,reproduction_vanarsdall,960,300,0.7785790564058904,0.023919794689830062,pass
CBOW_GoogleNews,text,person_vanarsdall,960,300,0.7993605803448066,0.014477075517674168,pass
CBOW_GoogleNews,text,goals_vanarsdall,960,300,0.8026308025092337,0.025426546101018417,pass
CBOW_GoogleNews,text,movement_vanarsdall,960,300,0.6879599693544044,0.03634757905072912,pass
CBOW_GoogleNews,text,concreteness_vanarsdall,960,300,0.4571736676530273,0.016319269740768336,pass
CBOW_GoogleNews,text,familiarity_vanarsdall,960,300,0.23050292368266315,0.045212352684101585,pass
