embed,norm,train_n,fold,r2,mse,check
CBOW_GoogleNews&morphoNLM,LexicalD_RT_A_MALD,7428,3,0.05106926059325945,20391.703460104785,pass
CBOW_GoogleNews&morphoNLM,LexicalD_RT_A_MALD,7428,4,0.03273867534620101,20458.504312267134,pass
CBOW_GoogleNews&morphoNLM,LexicalD_RT_A_MALD,7428,5,-0.00933952224247614,20305.657682934518,pass
CBOW_GoogleNews&PPMI_SVD_SWOW,LexicalD_RT_A_MALD,7428,1,0.051104641052941324,18264.09699730614,pass
CBOW_GoogleNews&PPMI_SVD_SWOW,LexicalD_RT_A_MALD,7428,2,0.050011259426229304,21107.892693624246,pass
CBOW_GoogleNews&PPMI_SVD_SWOW,LexicalD_RT_A_MALD,7428,3,0.04276976266242327,20570.052515146643,pass
CBOW_GoogleNews&PPMI_SVD_SWOW,LexicalD_RT_A_MALD,7428,4,0.017368652373618176,20783.595033098733,pass
CBOW_GoogleNews&PPMI_SVD_SWOW,LexicalD_RT_A_MALD,7428,5,-0.007985943141408214,20278.426693493035,pass
morphoNLM&PPMI_SVD_SWOW,LexicalD_RT_A_MALD,7428,1,0.041112230817067275,18456.42837300956,pass
morphoNLM&PPMI_SVD_SWOW,LexicalD_RT_A_MALD,7428,2,0.03848842055455037,21363.919776937273,pass
morphoNLM&PPMI_SVD_SWOW,LexicalD_RT_A_MALD,7428,3,0.0336408646019245,20766.224663899666,pass
morphoNLM&PPMI_SVD_SWOW,LexicalD_RT_A_MALD,7428,4,0.015929656845920293,20814.031168048383,pass
morphoNLM&PPMI_SVD_SWOW,LexicalD_RT_A_MALD,7428,5,-0.001888033748841389,20155.750371028305,pass
CBOW_GoogleNews,LexicalD_RT_A_AELP,5355,1,0.10199070911620722,5720.053294669697,pass
CBOW_GoogleNews,LexicalD_RT_A_AELP,5355,2,0.08475414344106336,6036.156411704482,pass
CBOW_GoogleNews,LexicalD_RT_A_AELP,5355,3,0.13343412959266032,5945.059625844542,pass
CBOW_GoogleNews,LexicalD_RT_A_AELP,5355,4,0.0992459964791057,7078.300823574263,pass
CBOW_GoogleNews,LexicalD_RT_A_AELP,5355,5,-0.020657340415751735,8360.529909474944,pass
morphoNLM,LexicalD_RT_A_AELP,5355,1,0.09860627661639831,5741.611127609338,pass
morphoNLM,LexicalD_RT_A_AELP,5355,2,0.10151443925267789,5925.620246694457,pass
morphoNLM,LexicalD_RT_A_AELP,5355,3,0.1602208737866443,5761.289647296203,pass
morphoNLM,LexicalD_RT_A_AELP,5355,4,0.07697597870612838,7253.302971249782,pass
morphoNLM,LexicalD_RT_A_AELP,5355,5,0.014900850743222782,8069.261421080653,pass
CBOW_GoogleNews&morphoNLM,LexicalD_RT_A_AELP,5355,1,0.12870127343301463,5549.9149086041425,pass
CBOW_GoogleNews&morphoNLM,LexicalD_RT_A_AELP,5355,2,0.12236643863642804,5788.098804914538,pass
CBOW_GoogleNews&morphoNLM,LexicalD_RT_A_AELP,5355,3,0.1905230967307041,5553.401789777202,pass
CBOW_GoogleNews&morphoNLM,LexicalD_RT_A_AELP,5355,4,0.12820586623126695,6850.728512914451,pass
CBOW_GoogleNews&morphoNLM,LexicalD_RT_A_AELP,5355,5,0.01569536930805948,8062.753266030062,pass
CBOW_GoogleNews&PPMI_SVD_SWOW,LexicalD_RT_A_AELP,5355,1,0.09448984067261668,5767.8316057508855,pass
CBOW_GoogleNews&PPMI_SVD_SWOW,LexicalD_RT_A_AELP,5355,2,0.09373206488722763,5976.945940864668,pass
CBOW_GoogleNews&PPMI_SVD_SWOW,LexicalD_RT_A_AELP,5355,3,0.1279328248798619,5982.801228248238,pass
CBOW_GoogleNews&PPMI_SVD_SWOW,LexicalD_RT_A_AELP,5355,4,0.08997128581499259,7151.183310774534,pass
CBOW_GoogleNews&PPMI_SVD_SWOW,LexicalD_RT_A_AELP,5355,5,-0.020869909073738757,8362.271127171174,pass
morphoNLM&PPMI_SVD_SWOW,LexicalD_RT_A_AELP,5355,1,0.08192558881263945,5847.86216999593,pass
morphoNLM&PPMI_SVD_SWOW,LexicalD_RT_A_AELP,5355,2,0.10977125513913932,5871.165553678189,pass
morphoNLM&PPMI_SVD_SWOW,LexicalD_RT_A_AELP,5355,3,0.15474060856517047,5798.886908646675,pass
morphoNLM&PPMI_SVD_SWOW,LexicalD_RT_A_AELP,5355,4,0.08837198985257111,7163.750890695021,pass
morphoNLM&PPMI_SVD_SWOW,LexicalD_RT_A_AELP,5355,5,0.009337662997921492,8114.8312668015205,pass
CBOW_GoogleNews,LexicalD_ACC_A_MALD,7437,1,0.023445037323914453,0.014483338765418755,pass
CBOW_GoogleNews,LexicalD_ACC_A_MALD,7437,2,0.027963360594598252,0.013929512174328732,pass
CBOW_GoogleNews,LexicalD_ACC_A_MALD,7437,3,0.00480307472000796,0.011399072013270976,pass
CBOW_GoogleNews,LexicalD_ACC_A_MALD,7437,4,0.022783249796579197,0.013608433136085693,pass
CBOW_GoogleNews,LexicalD_ACC_A_MALD,7437,5,0.008405473372538275,0.013873238512515384,pass
morphoNLM,LexicalD_ACC_A_MALD,7437,1,0.02142527008261841,0.014513294041159532,pass
morphoNLM,LexicalD_ACC_A_MALD,7437,2,0.024101285494372182,0.013984856612949563,pass
morphoNLM,LexicalD_ACC_A_MALD,7437,3,-0.004831434133338641,0.011509426514417465,pass
morphoNLM,LexicalD_ACC_A_MALD,7437,4,0.02874642830020624,0.013525391665574408,pass
morphoNLM,LexicalD_ACC_A_MALD,7437,5,0.009333861831258172,0.013860249579867787,pass
CBOW_GoogleNews&morphoNLM,LexicalD_ACC_A_MALD,7437,1,0.030658519602910328,0.014376355224790641,pass
CBOW_GoogleNews&morphoNLM,LexicalD_ACC_A_MALD,7437,2,0.0359970575189108,0.01381438742020369,pass
CBOW_GoogleNews&morphoNLM,LexicalD_ACC_A_MALD,7437,3,0.005504300799490824,0.01139104010885632,pass
CBOW_GoogleNews&morphoNLM,LexicalD_ACC_A_MALD,7437,4,0.03192457846696806,0.013481133680811237,pass
CBOW_GoogleNews&morphoNLM,LexicalD_ACC_A_MALD,7437,5,0.016554975926393656,0.013759220141445384,pass
CBOW_GoogleNews&PPMI_SVD_SWOW,LexicalD_ACC_A_MALD,7437,1,0.033972255315161015,0.01432720903360436,pass
CBOW_GoogleNews&PPMI_SVD_SWOW,LexicalD_ACC_A_MALD,7437,2,0.03117954217672725,0.013883423540745413,pass
CBOW_GoogleNews&PPMI_SVD_SWOW,LexicalD_ACC_A_MALD,7437,3,0.011701591701779979,0.011320055800637614,pass
CBOW_GoogleNews&PPMI_SVD_SWOW,LexicalD_ACC_A_MALD,7437,4,0.018386462448941043,0.013669661503918589,pass
CBOW_GoogleNews&PPMI_SVD_SWOW,LexicalD_ACC_A_MALD,7437,5,0.005033194297533017,0.01392041952318255,pass
morphoNLM&PPMI_SVD_SWOW,LexicalD_ACC_A_MALD,7437,1,0.028002906370262703,0.014415740766361148,pass
morphoNLM&PPMI_SVD_SWOW,LexicalD_ACC_A_MALD,7437,2,0.023380808322230662,0.013995181219177174,pass
morphoNLM&PPMI_SVD_SWOW,LexicalD_ACC_A_MALD,7437,3,0.012718309058138755,0.011308410231737754,pass
morphoNLM&PPMI_SVD_SWOW,LexicalD_ACC_A_MALD,7437,4,0.016891130477859062,0.013690485057281222,pass
morphoNLM&PPMI_SVD_SWOW,LexicalD_ACC_A_MALD,7437,5,0.008511217044564146,0.013871759069916811,pass
CBOW_GoogleNews,LexicalD_ACC_A_AELP,5355,1,0.21359591095609065,0.006420653731465451,pass
CBOW_GoogleNews,LexicalD_ACC_A_AELP,5355,2,0.19101925624032656,0.006481374434379514,pass
CBOW_GoogleNews,LexicalD_ACC_A_AELP,5355,3,0.139917479105796,0.007541692776017949,pass
CBOW_GoogleNews,LexicalD_ACC_A_AELP,5355,4,0.21170776408754222,0.006975394233971583,pass
CBOW_GoogleNews,LexicalD_ACC_A_AELP,5355,5,0.1371670302148763,0.007888769375276673,pass
morphoNLM,LexicalD_ACC_A_AELP,5355,1,0.15712947788861098,0.006881678056272864,pass
morphoNLM,LexicalD_ACC_A_AELP,5355,2,0.13364268836168391,0.0069410627805480485,pass
morphoNLM,LexicalD_ACC_A_AELP,5355,3,0.15886782578655667,0.007375525356969901,pass
morphoNLM,LexicalD_ACC_A_AELP,5355,4,0.15303544434478578,0.007494570425468171,pass
morphoNLM,LexicalD_ACC_A_AELP,5355,5,0.1218023593429407,0.00802924655832395,pass
CBOW_GoogleNews&morphoNLM,LexicalD_ACC_A_AELP,5355,1,0.2257379338587885,0.006321519296963047,pass
CBOW_GoogleNews&morphoNLM,LexicalD_ACC_A_AELP,5355,2,0.2160871151059307,0.006280536304634825,pass
CBOW_GoogleNews&morphoNLM,LexicalD_ACC_A_AELP,5355,3,0.17753063226696209,0.0072118792539574116,pass
CBOW_GoogleNews&morphoNLM,LexicalD_ACC_A_AELP,5355,4,0.22798042119845985,0.006831401697432764,pass
CBOW_GoogleNews&morphoNLM,LexicalD_ACC_A_AELP,5355,5,0.164923674802662,0.007634993991798809,pass
CBOW_GoogleNews&PPMI_SVD_SWOW,LexicalD_ACC_A_AELP,5355,1,0.19952565650426268,0.006535531353552375,pass
CBOW_GoogleNews&PPMI_SVD_SWOW,LexicalD_ACC_A_AELP,5355,2,0.20711014549403417,0.006352457795708082,pass
CBOW_GoogleNews&PPMI_SVD_SWOW,LexicalD_ACC_A_AELP,5355,3,0.14486945171711485,0.00749827106337694,pass
CBOW_GoogleNews&PPMI_SVD_SWOW,LexicalD_ACC_A_AELP,5355,4,0.20747148861948417,0.007012879940575306,pass
CBOW_GoogleNews&PPMI_SVD_SWOW,LexicalD_ACC_A_AELP,5355,5,0.13401460633146223,0.007917591575934538,pass
morphoNLM&PPMI_SVD_SWOW,LexicalD_ACC_A_AELP,5355,1,0.1786952723216696,0.0067056025495102044,pass
morphoNLM&PPMI_SVD_SWOW,LexicalD_ACC_A_AELP,5355,2,0.18562415888484818,0.006524598758741397,pass
morphoNLM&PPMI_SVD_SWOW,LexicalD_ACC_A_AELP,5355,3,0.18688236494643695,0.00712987794236382,pass
morphoNLM&PPMI_SVD_SWOW,LexicalD_ACC_A_AELP,5355,4,0.19396249820359857,0.007132417504895818,pass
morphoNLM&PPMI_SVD_SWOW,LexicalD_ACC_A_AELP,5355,5,0.14072984135426136,0.007856195057430107,pass
CBOW_GoogleNews,Naming_RT_ELP,8554,1,0.2710190677055798,3946.5293539624613,pass
CBOW_GoogleNews,Naming_RT_ELP,8554,2,0.2834988165166976,2829.1299667355715,pass
CBOW_GoogleNews,Naming_RT_ELP,8554,3,0.24699811728707166,3946.9342521712283,pass
CBOW_GoogleNews,Naming_RT_ELP,8554,4,0.21608899935578385,3854.403717096147,pass
CBOW_GoogleNews,Naming_RT_ELP,8554,5,0.10898166615923566,3621.438781189644,pass
morphoNLM,Naming_RT_ELP,8554,1,0.18846825498265074,4393.43981646125,pass
morphoNLM,Naming_RT_ELP,8554,2,0.2007772278145481,3155.759051080524,pass
morphoNLM,Naming_RT_ELP,8554,3,0.1838359326054091,4278.005124482792,pass
morphoNLM,Naming_RT_ELP,8554,4,0.17030547182882794,4079.5162598932907,pass
morphoNLM,Naming_RT_ELP,8554,5,0.07332862257230377,3766.3463659265417,pass
CBOW_GoogleNews&morphoNLM,Naming_RT_ELP,8554,1,0.3011047958200638,3783.6523788879053,pass
CBOW_GoogleNews&morphoNLM,Naming_RT_ELP,8554,2,0.31388287441848495,2709.1574521012276,pass
CBOW_GoogleNews&morphoNLM,Naming_RT_ELP,8554,3,0.2832498222621006,3756.917335413934,pass
CBOW_GoogleNews&morphoNLM,Naming_RT_ELP,8554,4,0.25216863381045573,3677.004143625085,pass
CBOW_GoogleNews&morphoNLM,Naming_RT_ELP,8554,5,0.1317660598179975,3528.8343041907706,pass
CBOW_GoogleNews&PPMI_SVD_SWOW,Naming_RT_ELP,8554,1,0.30588653022800993,3757.7652063051933,pass
CBOW_GoogleNews&PPMI_SVD_SWOW,Naming_RT_ELP,8554,2,0.2865332784693241,2817.1482876525606,pass
CBOW_GoogleNews&PPMI_SVD_SWOW,Naming_RT_ELP,8554,3,0.2727593696335492,3811.9040861126637,pass
CBOW_GoogleNews&PPMI_SVD_SWOW,Naming_RT_ELP,8554,4,0.21084603312558248,3880.182802361809,pass
CBOW_GoogleNews&PPMI_SVD_SWOW,Naming_RT_ELP,8554,5,0.1144414014472136,3599.2483319519893,pass
morphoNLM&PPMI_SVD_SWOW,Naming_RT_ELP,8554,1,0.2644182749061972,3982.2644759500777,pass
morphoNLM&PPMI_SVD_SWOW,Naming_RT_ELP,8554,2,0.2449949946554446,2981.163653172682,pass
morphoNLM&PPMI_SVD_SWOW,Naming_RT_ELP,8554,3,0.24355352449942502,3964.9894278227976,pass
morphoNLM&PPMI_SVD_SWOW,Naming_RT_ELP,8554,4,0.1780407019289223,4041.4829887363658,pass
morphoNLM&PPMI_SVD_SWOW,Naming_RT_ELP,8554,5,0.12471222900398604,3557.5037664179945,pass
CBOW_GoogleNews,Naming_ACC_ELP,8554,1,0.09914205941422594,0.0018334685546385879,pass
CBOW_GoogleNews,Naming_ACC_ELP,8554,2,0.08659286934811206,0.0017979399232572251,pass
CBOW_GoogleNews,Naming_ACC_ELP,8554,3,0.08217342040146425,0.001730757540803892,pass
CBOW_GoogleNews,Naming_ACC_ELP,8554,4,0.08309624687174022,0.0024777677085910748,pass
CBOW_GoogleNews,Naming_ACC_ELP,8554,5,0.0633532316834966,0.001595258751336573,pass
morphoNLM,Naming_ACC_ELP,8554,1,0.07187187074929136,0.0018889701283536485,pass
morphoNLM,Naming_ACC_ELP,8554,2,0.06444398703891097,0.0018415375243957424,pass
morphoNLM,Naming_ACC_ELP,8554,3,0.06119022001469587,0.001770325835192886,pass
morphoNLM,Naming_ACC_ELP,8554,4,0.06209442945576815,0.0025345213480406693,pass
morphoNLM,Naming_ACC_ELP,8554,5,0.0321292291810612,0.0016484382048175183,pass
CBOW_GoogleNews&morphoNLM,Naming_ACC_ELP,8554,1,0.1103270723009453,0.001810704289056722,pass
CBOW_GoogleNews&morphoNLM,Naming_ACC_ELP,8554,2,0.09705169365918576,0.0017773528956895816,pass
CBOW_GoogleNews&morphoNLM,Naming_ACC_ELP,8554,3,0.09497780217750385,0.0017066121512424937,pass
CBOW_GoogleNews&morphoNLM,Naming_ACC_ELP,8554,4,0.09442701879574,0.0024471483325759678,pass
CBOW_GoogleNews&morphoNLM,Naming_ACC_ELP,8554,5,0.07326058873102492,0.0015783849430159695,pass
CBOW_GoogleNews&PPMI_SVD_SWOW,Naming_ACC_ELP,8554,1,0.1013499346219261,0.0018289749829182207,pass
CBOW_GoogleNews&PPMI_SVD_SWOW,Naming_ACC_ELP,8554,2,0.08990286327213626,0.0017914245698928447,pass
CBOW_GoogleNews&PPMI_SVD_SWOW,Naming_ACC_ELP,8554,3,0.08010370717957926,0.0017346604259956084,pass
CBOW_GoogleNews&PPMI_SVD_SWOW,Naming_ACC_ELP,8554,4,0.08557056605149171,0.002471081305417984,pass
CBOW_GoogleNews&PPMI_SVD_SWOW,Naming_ACC_ELP,8554,5,0.06506649435912482,0.001592340791899691,pass
morphoNLM&PPMI_SVD_SWOW,Naming_ACC_ELP,8554,1,0.07176473451246046,0.0018891881770741429,pass
morphoNLM&PPMI_SVD_SWOW,Naming_ACC_ELP,8554,2,0.06654635194852654,0.001837399253872766,pass
morphoNLM&PPMI_SVD_SWOW,Naming_ACC_ELP,8554,3,0.047995856393160286,0.0017952066186019589,pass
morphoNLM&PPMI_SVD_SWOW,Naming_ACC_ELP,8554,4,0.06728295282639485,0.0025205002955374515,pass
morphoNLM&PPMI_SVD_SWOW,Naming_ACC_ELP,8554,5,0.030841960681796676,0.0016506306282670353,pass
CBOW_GoogleNews,SemanticD_RT_Calgary,3136,1,0.32064210992180964,12260.052420350326,pass
CBOW_GoogleNews,SemanticD_RT_Calgary,3136,2,0.2507337601081263,12248.635517934965,pass
CBOW_GoogleNews,SemanticD_RT_Calgary,3136,3,0.25955305380545257,13036.42070425605,pass
CBOW_GoogleNews,SemanticD_RT_Calgary,3136,4,0.2654702541856587,13646.460653363736,pass
CBOW_GoogleNews,SemanticD_RT_Calgary,3136,5,0.2978336155349419,12077.749029577306,pass
morphoNLM,SemanticD_RT_Calgary,3136,1,0.20450998910718066,14355.834201452388,pass
morphoNLM,SemanticD_RT_Calgary,3136,2,0.11574623891719804,14455.345040541784,pass
morphoNLM,SemanticD_RT_Calgary,3136,3,0.1384613556775155,15168.379420139247,pass
morphoNLM,SemanticD_RT_Calgary,3136,4,0.15602649602987695,15679.761480103341,pass
morphoNLM,SemanticD_RT_Calgary,3136,5,0.13877282521241396,14813.704991674935,pass
CBOW_GoogleNews&morphoNLM,SemanticD_RT_Calgary,3136,1,0.34827484157470256,11761.3775046252,pass
CBOW_GoogleNews&morphoNLM,SemanticD_RT_Calgary,3136,2,0.2622325978858644,12060.658180480523,pass
CBOW_GoogleNews&morphoNLM,SemanticD_RT_Calgary,3136,3,0.2788628155183831,12696.450124753439,pass
CBOW_GoogleNews&morphoNLM,SemanticD_RT_Calgary,3136,4,0.2872693375183196,13241.466390471427,pass
CBOW_GoogleNews&morphoNLM,SemanticD_RT_Calgary,3136,5,0.323626623399604,11634.091397142176,pass
CBOW_GoogleNews&PPMI_SVD_SWOW,SemanticD_RT_Calgary,3136,1,0.3147951298884176,12365.570119867849,pass
CBOW_GoogleNews&PPMI_SVD_SWOW,SemanticD_RT_Calgary,3136,2,0.2393415985930848,12434.86896437895,pass
CBOW_GoogleNews&PPMI_SVD_SWOW,SemanticD_RT_Calgary,3136,3,0.2591716889948896,13043.135070677368,pass
CBOW_GoogleNews&PPMI_SVD_SWOW,SemanticD_RT_Calgary,3136,4,0.2880752167788385,13226.494362881393,pass
CBOW_GoogleNews&PPMI_SVD_SWOW,SemanticD_RT_Calgary,3136,5,0.29443827027241953,12136.151324043098,pass
morphoNLM&PPMI_SVD_SWOW,SemanticD_RT_Calgary,3136,1,0.23683299113144773,13772.516181616049,pass
morphoNLM&PPMI_SVD_SWOW,SemanticD_RT_Calgary,3136,2,0.16012801221579287,13729.813666203396,pass
morphoNLM&PPMI_SVD_SWOW,SemanticD_RT_Calgary,3136,3,0.20856267816808172,13934.164954662021,pass
morphoNLM&PPMI_SVD_SWOW,SemanticD_RT_Calgary,3136,4,0.213340037820955,14614.961861825454,pass
morphoNLM&PPMI_SVD_SWOW,SemanticD_RT_Calgary,3136,5,0.21006551275014174,13587.42129770297,pass
CBOW_GoogleNews,SemanticD_ACC_Calgary,3137,1,0.12577297083148187,0.018994849910599486,pass
CBOW_GoogleNews,SemanticD_ACC_Calgary,3137,2,0.1670986509054867,0.015737852452788668,pass
CBOW_GoogleNews,SemanticD_ACC_Calgary,3137,3,0.1411787804416108,0.017407785189005886,pass
CBOW_GoogleNews,SemanticD_ACC_Calgary,3137,4,0.15163529618895677,0.01690849055856172,pass
CBOW_GoogleNews,SemanticD_ACC_Calgary,3137,5,0.11350177928265803,0.015882162631121542,pass
morphoNLM,SemanticD_ACC_Calgary,3137,1,0.02070747040205323,0.021277670442169126,pass
morphoNLM,SemanticD_ACC_Calgary,3137,2,0.021454996621431466,0.01848982103141961,pass
morphoNLM,SemanticD_ACC_Calgary,3137,3,0.04211340831476418,0.019415780192366224,pass
morphoNLM,SemanticD_ACC_Calgary,3137,4,0.05513782365423481,0.018831751387246347,pass
morphoNLM,SemanticD_ACC_Calgary,3137,5,0.03197191929048415,0.017342820380260037,pass
CBOW_GoogleNews&morphoNLM,SemanticD_ACC_Calgary,3137,1,0.12071218930769878,0.019104808516622024,pass
CBOW_GoogleNews&morphoNLM,SemanticD_ACC_Calgary,3137,2,0.16193486612990615,0.015835423291141123,pass
CBOW_GoogleNews&morphoNLM,SemanticD_ACC_Calgary,3137,3,0.14878258530638788,0.01725366067660362,pass
CBOW_GoogleNews&morphoNLM,SemanticD_ACC_Calgary,3137,4,0.16372619919446652,0.016667510566826135,pass
CBOW_GoogleNews&morphoNLM,SemanticD_ACC_Calgary,3137,5,0.12302347162760385,0.01571157563747415,pass
CBOW_GoogleNews&PPMI_SVD_SWOW,SemanticD_ACC_Calgary,3137,1,0.13596522245358877,0.018773396805909826,pass
CBOW_GoogleNews&PPMI_SVD_SWOW,SemanticD_ACC_Calgary,3137,2,0.1962674684407082,0.015186701290540353,pass
CBOW_GoogleNews&PPMI_SVD_SWOW,SemanticD_ACC_Calgary,3137,3,0.1530644136770155,0.017166870612740963,pass
CBOW_GoogleNews&PPMI_SVD_SWOW,SemanticD_ACC_Calgary,3137,4,0.1643380228675979,0.016655316501285485,pass
CBOW_GoogleNews&PPMI_SVD_SWOW,SemanticD_ACC_Calgary,3137,5,0.13125250985634906,0.015564147339940857,pass
morphoNLM&PPMI_SVD_SWOW,SemanticD_ACC_Calgary,3137,1,0.07002918165519012,0.0202060283271017,pass
morphoNLM&PPMI_SVD_SWOW,SemanticD_ACC_Calgary,3137,2,0.10659129254902566,0.01688115217148553,pass
morphoNLM&PPMI_SVD_SWOW,SemanticD_ACC_Calgary,3137,3,0.08450912557486845,0.018556444719289283,pass
morphoNLM&PPMI_SVD_SWOW,SemanticD_ACC_Calgary,3137,4,0.08357460624786317,0.018264986801402223,pass
morphoNLM&PPMI_SVD_SWOW,SemanticD_ACC_Calgary,3137,5,0.10209061263946417,0.01608660072270776,pass
CBOW_GoogleNews,Recog_Memory,3291,1,0.41994781685939686,0.010583466674890962,pass
CBOW_GoogleNews,Recog_Memory,3291,2,0.3601448792757549,0.009813027494533636,pass
CBOW_GoogleNews,Recog_Memory,3291,3,0.3661069895184833,0.01050736506278449,pass
CBOW_GoogleNews,Recog_Memory,3291,4,0.3923380971819038,0.011578253892826015,pass
CBOW_GoogleNews,Recog_Memory,3291,5,0.29304240763542566,0.011490473760174537,pass
morphoNLM,Recog_Memory,3291,1,0.3550896078923885,0.011766851055032257,pass
morphoNLM,Recog_Memory,3291,2,0.30734112258481194,0.010622843184742355,pass
morphoNLM,Recog_Memory,3291,3,0.31685217806241806,0.01132380928367023,pass
morphoNLM,Recog_Memory,3291,4,0.38913292603512384,0.01163932450649338,pass
morphoNLM,Recog_Memory,3291,5,0.282039385809726,0.011669310418746881,pass
CBOW_GoogleNews&morphoNLM,Recog_Memory,3291,1,0.4378606272072869,0.010256634646875679,pass
CBOW_GoogleNews&morphoNLM,Recog_Memory,3291,2,0.3818013100534624,0.009480897386057572,pass
CBOW_GoogleNews&morphoNLM,Recog_Memory,3291,3,0.38440961824779263,0.01020398200209831,pass
CBOW_GoogleNews&morphoNLM,Recog_Memory,3291,4,0.42789514382978444,0.010900757884175528,pass
CBOW_GoogleNews&morphoNLM,Recog_Memory,3291,5,0.3220981853933479,0.01101821820267754,pass
CBOW_GoogleNews&PPMI_SVD_SWOW,Recog_Memory,3291,1,0.44062341544865613,0.010206225600703321,pass
CBOW_GoogleNews&PPMI_SVD_SWOW,Recog_Memory,3291,2,0.3721550273050146,0.009628835934589339,pass
CBOW_GoogleNews&PPMI_SVD_SWOW,Recog_Memory,3291,3,0.3969324117666112,0.009996405075184182,pass
CBOW_GoogleNews&PPMI_SVD_SWOW,Recog_Memory,3291,4,0.4353662456406713,0.010758405182410887,pass
CBOW_GoogleNews&PPMI_SVD_SWOW,Recog_Memory,3291,5,0.32118817238380815,0.01103300902000586,pass
morphoNLM&PPMI_SVD_SWOW,Recog_Memory,3291,1,0.42630318606546613,0.01046750842121302,pass
morphoNLM&PPMI_SVD_SWOW,Recog_Memory,3291,2,0.3740184179681383,0.009600258365670937,pass
morphoNLM&PPMI_SVD_SWOW,Recog_Memory,3291,3,0.4031246584388656,0.009893762838610591,pass
morphoNLM&PPMI_SVD_SWOW,Recog_Memory,3291,4,0.43780706844801986,0.010711898290930902,pass
morphoNLM&PPMI_SVD_SWOW,Recog_Memory,3291,5,0.33680478705777417,0.010779185731208889,pass
CBOW_GoogleNews,Vision_Binder,379,1,0.6371319379473451,0.8316202263819179,pass
CBOW_GoogleNews,Vision_Binder,379,2,0.6392586228305064,1.0925363691601664,pass
CBOW_GoogleNews,Vision_Binder,379,3,0.6893679436711827,1.1239193193350137,pass
CBOW_GoogleNews,Vision_Binder,379,4,0.6934614476804262,0.9945196729091308,pass
CBOW_GoogleNews,Vision_Binder,379,5,0.6914509974728948,1.0765288184048967,pass
morphoNLM,Vision_Binder,379,1,0.4543395024861585,1.2505435278684944,pass
morphoNLM,Vision_Binder,379,2,0.48222803213806087,1.5681170545485037,pass
morphoNLM,Vision_Binder,379,3,0.5407909294348333,1.6614960867906616,pass
morphoNLM,Vision_Binder,379,4,0.4094450981679676,1.9159693401063078,pass
morphoNLM,Vision_Binder,379,5,0.43216882727910866,1.981165443466271,pass
CBOW_GoogleNews&morphoNLM,Vision_Binder,379,1,0.6370696087242106,0.8317630723583869,pass
CBOW_GoogleNews&morphoNLM,Vision_Binder,379,2,0.6543576464383281,1.0468076741050316,pass
CBOW_GoogleNews&morphoNLM,Vision_Binder,379,3,0.6850093962450262,1.1396892811167743,pass
CBOW_GoogleNews&morphoNLM,Vision_Binder,379,4,0.6770951612018481,1.0476177049584368,pass
CBOW_GoogleNews&morphoNLM,Vision_Binder,379,5,0.6795342136767144,1.1181065291549475,pass
CBOW_GoogleNews&PPMI_SVD_SWOW,Vision_Binder,379,1,0.6150337114693625,0.8822648932128945,pass
CBOW_GoogleNews&PPMI_SVD_SWOW,Vision_Binder,379,2,0.6717612078544304,0.9940994875665332,pass
CBOW_GoogleNews&PPMI_SVD_SWOW,Vision_Binder,379,3,0.6607386311683296,1.22750501426141,pass
CBOW_GoogleNews&PPMI_SVD_SWOW,Vision_Binder,379,4,0.7528501039122448,0.8018418301932615,pass
CBOW_GoogleNews&PPMI_SVD_SWOW,Vision_Binder,379,5,0.7652613419971036,0.819004203754021,pass
morphoNLM&PPMI_SVD_SWOW,Vision_Binder,379,1,0.5544147775120527,1.021191232707863,pass
morphoNLM&PPMI_SVD_SWOW,Vision_Binder,379,2,0.6056635862564945,1.1942818344804047,pass
morphoNLM&PPMI_SVD_SWOW,Vision_Binder,379,3,0.5452386593253535,1.645403447768732,pass
morphoNLM&PPMI_SVD_SWOW,Vision_Binder,379,4,0.6644176846805099,1.088747930530098,pass
morphoNLM&PPMI_SVD_SWOW,Vision_Binder,379,5,0.6619095849716652,1.1795989357395547,pass
CBOW_GoogleNews,Bright_Binder,379,1,0.2569949302248864,0.7741887276359101,pass
CBOW_GoogleNews,Bright_Binder,379,2,0.338455529492542,0.8919350920642966,pass
CBOW_GoogleNews,Bright_Binder,379,3,0.15144770837132593,0.8397599247174812,pass
CBOW_GoogleNews,Bright_Binder,379,4,0.36127803898405475,0.6573550138387455,pass
CBOW_GoogleNews,Bright_Binder,379,5,0.33478442610951653,0.9644516035046484,pass
morphoNLM,Bright_Binder,379,1,0.21267389207716392,0.8203699039520735,pass
morphoNLM,Bright_Binder,379,2,0.2560912592352068,1.0029836855449923,pass
morphoNLM,Bright_Binder,379,3,0.33370656086518635,0.6593895671575785,pass
morphoNLM,Bright_Binder,379,4,0.21879329741962172,0.8039963773420739,pass
morphoNLM,Bright_Binder,379,5,0.29772106110844343,1.018187299434774,pass
CBOW_GoogleNews&morphoNLM,Bright_Binder,379,1,0.26634106684299363,0.7644503369962959,pass
CBOW_GoogleNews&morphoNLM,Bright_Binder,379,2,0.3623399064480741,0.8597327006779858,pass
CBOW_GoogleNews&morphoNLM,Bright_Binder,379,3,0.4150158065939932,0.5789228160266566,pass
CBOW_GoogleNews&morphoNLM,Bright_Binder,379,4,0.38196157450286694,0.6360680899390622,pass
CBOW_GoogleNews&morphoNLM,Bright_Binder,379,5,0.3727157570762122,0.9094575017280746,pass
